entity,cidr
us-east-2,15.230.39.98/31
us-east-2,15.230.39.248/31
eu-west-3,15.236.0.0/15
eu-west-2,52.144.211.198/31
eu-west-2,64.252.84.0/24
us-east-1,99.77.254.0/24
us-west-1,184.72.0.0/18
us-east-1,3.5.16.0/21
ap-northeast-2,13.125.0.0/16
ap-northeast-3,13.248.24.0/22
us-east-1,13.248.103.0/24
us-east-2,15.230.39.52/31
us-east-2,15.230.39.160/31
us-west-1,54.193.0.0/16
cn-north-1,54.222.59.0/24
eu-central-1,99.77.247.0/24
us-west-1,150.222.140.0/24
us-east-2,15.230.39.218/31
eu-west-1,52.95.61.0/24
ap-southeast-1,52.219.124.0/22
eu-south-1,54.240.236.82/32
ap-east-1,54.240.241.0/24
eu-central-1,64.252.88.0/24
GLOBAL,130.176.0.0/16
ap-south-1,150.222.235.0/24
us-east-1,176.32.125.232/31
ap-northeast-3,13.248.16.0/21
us-east-2,15.230.39.82/31
us-east-2,15.230.39.210/31
GLOBAL,54.240.128.0/18
eu-south-1,54.240.236.6/32
sa-east-1,150.222.12.0/24
ap-northeast-2,150.222.116.0/24
GLOBAL,205.251.250.0/23
us-east-2,15.230.39.216/31
us-west-1,52.8.0.0/16
us-west-1,52.93.126.145/32
ap-south-1,52.93.126.204/32
eu-south-1,52.95.152.0/23
us-west-2,52.95.247.0/24
eu-west-2,64.252.83.0/24
us-east-1,15.177.64.0/23
us-east-2,15.230.39.20/31
us-east-1,52.86.0.0/15
sa-east-1,64.252.80.0/24
us-west-2,150.222.180.0/24
GLOBAL,180.163.57.0/25
ap-southeast-1,18.136.0.0/16
us-west-2,50.112.0.0/16
us-east-1,52.93.97.0/24
ap-southeast-1,13.212.0.0/15
us-east-2,15.230.39.114/31
us-east-2,15.230.39.150/31
ap-northeast-1,18.179.0.0/16
ap-east-1,52.93.156.0/22
sa-east-1,52.95.138.0/24
ap-south-1,64.252.100.0/24
us-east-1,205.251.224.0/22
us-east-2,3.130.0.0/16
us-west-1,13.57.0.0/16
ap-south-1,13.126.0.0/15
eu-central-1,54.239.4.0/22
ap-northeast-3,99.77.140.0/24
us-east-2,15.230.39.222/31
ca-central-1,52.94.14.0/24
ap-northeast-2,52.94.198.64/28
ap-northeast-1,52.119.216.0/21
ap-south-1,15.206.0.0/15
us-west-1,50.18.0.0/16
us-east-2,52.14.0.0/16
GLOBAL,52.46.0.0/18
eu-west-3,52.46.88.0/22
GLOBAL,223.71.11.0/27
ap-southeast-1,52.93.63.0/24
us-east-1,54.172.0.0/15
eu-west-1,150.222.239.0/24
eu-west-1,176.34.64.0/18
GLOBAL,13.248.128.0/17
GLOBAL,52.82.128.0/19
us-west-1,52.95.255.96/28
eu-west-1,54.231.128.0/19
ap-south-1,150.222.83.0/24
af-south-1,150.222.208.70/31
eu-south-1,150.222.240.249/32
us-east-1,18.204.0.0/14
eu-west-2,35.178.0.0/15
us-gov-west-1,52.94.9.0/24
eu-central-1,52.94.204.0/23
us-east-1,54.88.0.0/14
GLOBAL,75.2.0.0/17
us-east-1,99.78.192.0/22
us-west-1,52.92.48.0/22
us-west-2,52.94.116.0/22
eu-north-1,52.144.215.200/31
eu-west-1,208.86.90.0/23
us-east-2,15.230.39.22/31
us-east-2,15.230.39.252/31
eu-central-1,52.29.0.0/16
eu-west-2,52.94.15.0/24
ap-southeast-1,52.95.35.0/24
us-east-1,52.95.62.0/24
us-gov-west-1,52.95.144.0/24
us-west-2,52.144.194.64/26
eu-central-1,52.144.209.0/26
ap-east-1,54.239.1.83/32
eu-south-1,54.240.236.57/32
us-west-1,13.52.0.0/16
ap-northeast-1,18.180.0.0/15
eu-west-1,46.137.128.0/18
eu-west-1,52.93.2.0/24
ap-northeast-2,52.94.248.176/28
ap-south-1,52.93.99.0/24
us-west-2,52.95.40.0/24
eu-west-3,52.95.254.0/24
ap-northeast-2,52.144.228.192/26
ap-southeast-1,64.252.104.0/24
ap-northeast-1,176.32.64.0/19
ap-southeast-2,13.54.0.0/15
ap-east-1,13.248.48.0/21
us-gov-west-1,52.95.142.0/23
ap-southeast-2,52.95.241.0/24
us-west-1,54.231.232.0/21
GLOBAL,54.239.128.0/18
us-east-1,64.252.66.0/24
eu-west-2,64.252.82.0/24
ap-southeast-2,99.77.144.0/24
eu-central-1,99.78.160.0/21
ap-southeast-2,150.222.72.0/24
us-east-2,3.12.0.0/16
ap-northeast-2,13.124.0.0/16
GLOBAL,36.103.232.128/26
GLOBAL,52.84.0.0/15
us-west-1,52.93.122.131/32
eu-south-1,52.93.133.131/32
eu-south-1,52.94.18.0/24
ap-south-1,52.94.248.144/28
ap-northeast-1,52.192.0.0/15
GLOBAL,111.51.66.0/24
us-east-1,150.222.110.0/24
eu-south-1,150.222.240.161/32
us-west-1,52.93.34.57/32
ap-southeast-2,52.94.13.0/24
eu-west-1,54.78.0.0/16
ap-northeast-1,99.77.139.0/24
ap-south-1,99.82.160.0/24
us-west-1,204.246.160.0/22
eu-central-1,15.193.4.0/24
eu-central-1,54.239.106.0/23
ap-south-1,3.5.212.0/23
eu-north-1,15.177.72.0/24
us-east-2,15.230.39.64/31
us-east-1,52.2.0.0/15
eu-south-1,52.144.214.128/26
ap-southeast-2,64.252.106.0/24
ap-northeast-1,103.4.8.0/21
us-east-1,176.32.96.0/21
us-east-1,184.72.64.0/18
us-east-1,13.248.108.0/24
us-east-1,52.95.108.0/23
us-east-1,52.144.193.0/26
eu-central-1,99.78.168.0/23
us-east-2,108.166.248.0/21
GLOBAL,143.204.0.0/16
ap-northeast-1,150.222.91.0/24
eu-south-1,150.222.240.251/32
eu-north-1,52.94.23.0/24
us-east-1,52.95.48.0/22
us-west-1,52.219.120.0/22
cn-north-1,54.222.66.0/23
us-east-1,54.240.232.0/22
GLOBAL,99.77.190.0/24
us-east-1,150.222.143.0/24
me-south-1,13.248.106.0/24
us-east-1,52.119.224.0/21
ap-south-1,52.219.64.0/22
ap-northeast-1,54.238.0.0/16
eu-north-1,150.222.117.0/24
eu-south-1,150.222.240.237/32
eu-south-1,150.222.240.247/32
eu-south-1,150.222.243.35/32
us-east-1,216.182.232.0/22
eu-central-1,3.120.0.0/14
eu-central-1,18.198.0.0/15
us-west-1,52.9.0.0/16
eu-west-1,52.93.38.0/24
eu-north-1,52.144.216.4/31
ap-southeast-1,52.219.128.0/22
ap-northeast-2,99.77.141.0/24
us-west-2,150.222.196.0/24
ap-northeast-1,27.0.0.0/22
us-west-2,52.46.180.0/22
ap-south-1,52.93.98.0/24
sa-east-1,52.93.146.5/32
eu-south-1,54.240.236.41/32
us-east-2,3.136.0.0/13
us-west-1,13.248.99.0/24
us-west-1,52.93.37.223/32
eu-west-2,52.94.248.192/28
eu-south-1,54.240.236.94/32
us-east-1,150.222.223.0/24
us-west-2,13.248.112.0/24
us-east-2,15.230.39.26/31
eu-west-1,54.239.115.0/25
eu-south-1,150.222.243.11/32
eu-central-1,52.94.248.112/28
GLOBAL,144.220.0.0/16
GLOBAL,15.197.2.0/24
ap-southeast-2,15.221.20.0/22
us-gov-west-1,52.94.198.32/28
sa-east-1,54.232.0.0/16
GLOBAL,120.52.153.192/26
eu-south-1,150.222.243.37/32
us-east-1,199.127.232.0/22
eu-west-2,15.177.78.0/24
ap-south-1,15.193.0.0/24
us-east-2,15.230.39.76/31
ap-south-1,52.66.0.0/16
sa-east-1,54.239.0.64/28
us-east-1,99.82.176.0/21
us-east-1,204.236.192.0/18
us-east-1,35.168.0.0/13
ap-southeast-2,52.64.128.0/17
ap-northeast-2,13.209.0.0/16
ap-southeast-1,18.140.0.0/15
ca-central-1,52.60.0.0/16
ap-northeast-2,52.78.0.0/16
us-east-1,72.44.32.0/19
us-gov-west-1,205.251.236.0/22
eu-south-1,54.240.236.46/32
us-east-2,13.58.0.0/15
us-east-1,52.93.51.29/32
eu-south-1,52.119.152.0/22
eu-west-1,54.194.0.0/15
sa-east-1,54.240.244.0/22
us-west-2,150.222.102.0/24
us-east-1,52.93.1.0/24
eu-south-1,52.93.131.217/32
af-south-1,52.94.30.0/24
eu-south-1,54.240.236.53/32
eu-south-1,54.240.236.77/32
eu-south-1,54.240.236.93/32
us-east-2,15.230.39.132/31
ap-southeast-2,54.66.0.0/16
us-east-1,150.222.236.0/24
eu-west-1,15.177.75.0/24
ap-northeast-3,15.230.24.0/22
us-east-2,15.230.39.130/31
us-west-2,52.24.0.0/14
us-east-1,52.46.170.0/23
ap-northeast-1,52.95.56.0/22
us-west-2,52.119.160.0/20
us-gov-west-1,52.222.0.0/17
us-west-2,64.252.65.0/24
GLOBAL,119.147.182.0/25
af-south-1,150.222.242.231/32
eu-south-1,150.222.243.13/32
me-south-1,52.93.69.0/24
eu-central-1,52.144.210.192/26
GLOBAL,120.232.236.0/25
us-east-2,3.13.0.0/16
eu-west-1,3.248.0.0/13
us-east-2,15.230.39.180/31
us-east-1,54.92.128.0/17
us-east-1,54.239.0.0/28
eu-west-1,99.77.133.0/24
us-east-2,150.222.233.0/24
ap-southeast-2,13.210.0.0/15
eu-central-1,52.94.17.0/24
eu-west-3,52.95.154.0/23
ap-southeast-1,52.95.212.0/22
eu-south-1,52.119.156.0/22
eu-west-2,54.239.0.240/28
us-west-1,54.241.0.0/16
us-east-1,99.77.151.0/24
us-west-1,184.169.128.0/17
us-east-1,216.182.224.0/21
ap-southeast-1,15.230.6.0/24
ap-northeast-1,35.72.0.0/13
eu-south-1,54.240.236.65/32
eu-west-2,3.8.0.0/14
ap-east-1,13.248.60.0/22
us-west-2,18.246.0.0/16
eu-south-1,52.93.133.127/32
eu-west-2,52.93.139.252/32
us-west-1,52.94.198.0/28
us-east-1,54.204.0.0/15
eu-west-2,150.222.67.0/24
us-east-2,15.230.39.202/31
ap-northeast-1,52.194.0.0/15
eu-west-1,54.155.0.0/16
us-east-1,54.196.0.0/15
ap-southeast-2,99.78.170.0/23
eu-south-1,150.222.243.41/32
us-east-1,176.32.125.226/31
us-east-2,15.230.39.42/31
us-east-2,15.230.39.250/31
eu-south-1,35.152.0.0/16
us-east-1,52.94.252.0/23
eu-north-1,52.144.215.198/31
cn-north-1,54.222.57.0/24
GLOBAL,99.83.128.0/17
eu-south-1,150.222.243.33/32
eu-central-1,13.248.123.0/24
us-east-1,15.230.35.0/24
us-east-1,52.93.249.0/24
eu-central-1,150.222.129.126/31
eu-south-1,150.222.240.131/32
us-east-1,207.171.160.0/20
us-east-2,15.230.39.8/31
sa-east-1,52.94.7.0/24
eu-west-1,52.95.60.0/24
eu-central-1,35.156.0.0/14
eu-west-1,52.93.18.178/32
eu-west-2,52.144.209.64/26
af-south-1,150.222.92.0/22
us-east-2,3.16.0.0/14
us-east-2,15.230.39.164/31
eu-west-2,18.130.0.0/16
us-east-1,52.72.0.0/15
cn-northwest-1,52.82.180.0/22
ap-east-1,52.93.35.213/32
GLOBAL,54.182.0.0/16
GLOBAL,58.254.138.128/26
GLOBAL,120.253.245.192/27
af-south-1,150.222.208.80/31
af-south-1,150.222.242.233/32
ap-southeast-2,52.62.0.0/15
eu-west-1,52.93.0.0/24
ap-southeast-1,52.93.19.237/32
eu-central-1,52.219.44.0/22
GLOBAL,54.239.192.0/19
eu-west-1,99.82.162.0/24
sa-east-1,150.222.70.0/24
us-east-1,176.32.125.192/27
us-east-1,176.32.125.238/31
eu-south-1,52.93.133.179/32
eu-west-2,52.144.211.200/31
ap-northeast-2,52.219.56.0/22
us-east-1,54.160.0.0/13
eu-north-1,150.222.118.0/24
af-south-1,150.222.242.229/32
eu-south-1,150.222.243.45/32
me-south-1,157.175.0.0/16
ap-northeast-1,176.34.32.0/19
us-east-2,15.230.39.234/31
ap-northeast-1,52.93.245.0/24
us-east-2,52.95.16.0/21
us-east-1,54.234.0.0/15
eu-south-1,150.222.243.51/32
us-east-2,15.230.39.116/31
us-east-1,52.92.16.0/20
sa-east-1,52.93.67.0/24
ap-south-1,52.95.64.0/20
ap-northeast-3,52.95.225.0/24
eu-south-1,54.240.236.66/32
us-west-1,99.77.154.0/24
eu-west-1,150.222.11.0/31
us-east-1,172.96.97.0/24
us-east-2,3.14.0.0/15
us-west-1,15.177.81.0/24
sa-east-1,18.228.0.0/16
eu-west-1,52.16.0.0/15
us-east-2,52.95.28.0/24
ca-central-1,52.95.146.0/23
ap-southeast-1,52.95.242.0/24
eu-west-1,52.144.212.192/26
GLOBAL,120.52.12.64/26
af-south-1,150.222.208.86/31
cn-northwest-1,161.189.0.0/16
ca-central-1,15.177.84.0/24
af-south-1,52.94.249.176/28
us-east-1,52.94.254.0/23
us-west-1,54.153.0.0/17
us-gov-west-1,15.200.0.0/16
us-east-2,15.230.39.128/31
ap-south-1,35.154.0.0/16
cn-northwest-1,52.82.0.0/17
eu-west-3,52.94.249.32/28
eu-central-1,54.239.0.160/28
ap-southeast-1,54.240.227.0/24
eu-central-1,150.222.129.130/31
us-east-2,15.230.39.176/31
us-west-1,52.93.149.0/24
ap-southeast-2,52.144.228.64/26
us-west-2,52.218.128.0/17
GLOBAL,76.223.0.0/17
GLOBAL,99.84.0.0/16
us-east-2,15.230.39.198/31
ap-southeast-1,54.240.199.0/24
ap-southeast-1,99.77.161.0/24
ap-northeast-2,52.93.247.0/25
af-south-1,150.222.208.92/31
us-east-2,15.230.39.80/31
us-west-2,52.88.0.0/15
us-east-2,15.230.39.144/31
us-gov-east-1,18.253.0.0/16
eu-north-1,52.46.192.0/20
cn-northwest-1,52.82.187.0/24
eu-west-1,52.93.126.76/32
eu-west-2,52.93.139.253/32
us-gov-east-1,52.94.249.112/28
eu-central-1,52.219.140.0/24
GLOBAL,54.230.0.0/16
eu-south-1,54.240.236.21/32
ap-northeast-1,52.93.150.0/24
eu-west-1,52.95.112.0/20
us-west-2,99.78.196.0/22
eu-central-1,18.153.0.0/16
eu-west-1,18.202.0.0/15
ap-northeast-3,54.239.1.48/28
eu-south-1,54.240.236.25/32
eu-west-1,176.32.104.0/21
us-east-2,15.230.39.106/31
sa-east-1,52.95.163.0/24
eu-south-1,54.240.236.50/32
ap-south-1,64.252.98.0/24
me-south-1,99.78.220.0/22
eu-central-1,150.222.129.124/31
us-west-1,216.182.236.0/23
us-east-1,3.208.0.0/12
us-east-1,15.221.0.0/24
us-east-2,15.230.39.48/31
us-east-2,15.230.39.238/31
eu-west-2,52.92.88.0/22
cn-north-1,54.222.64.0/23
eu-south-1,54.240.236.58/32
eu-west-3,99.77.157.0/24
eu-south-1,150.222.243.59/32
eu-west-1,185.48.120.0/22
sa-east-1,52.94.206.0/23
eu-central-1,54.231.192.0/20
sa-east-1,54.233.128.0/17
ap-southeast-1,203.83.220.0/22
us-east-2,15.230.39.156/31
ap-northeast-2,52.92.0.0/20
ap-south-1,52.95.80.0/20
ap-southeast-1,52.219.132.0/22
af-south-1,150.222.208.65/32
us-east-1,176.32.124.128/25
us-east-1,184.73.0.0/16
ap-southeast-2,13.248.109.0/24
us-west-2,15.177.80.0/24
ap-east-1,52.144.224.192/26
us-east-2,52.219.80.0/20
us-east-1,54.174.0.0/15
eu-south-1,54.240.236.90/32
ap-northeast-1,13.230.0.0/15
us-east-2,13.248.111.0/24
us-east-1,52.93.4.0/24
us-east-1,52.93.59.0/24
ap-southeast-1,52.94.198.96/28
me-south-1,52.94.249.160/28
us-west-2,52.144.194.128/26
ca-central-1,52.144.201.64/26
eu-west-1,52.144.210.128/26
eu-west-2,52.144.211.202/31
us-west-1,52.219.112.0/21
us-east-1,54.224.0.0/15
eu-west-1,54.239.32.0/21
ap-northeast-3,13.248.28.0/22
ap-northeast-1,18.176.0.0/15
eu-central-1,54.239.56.0/21
eu-south-1,54.240.236.17/32
eu-central-1,64.252.86.0/24
us-east-1,99.82.165.0/24
sa-east-1,150.222.6.0/24
us-east-2,3.20.0.0/14
us-east-2,15.230.39.246/31
us-west-2,15.254.0.0/16
eu-central-1,18.196.0.0/15
eu-west-1,54.76.0.0/15
GLOBAL,205.251.192.0/21
us-east-1,3.80.0.0/12
us-west-1,3.101.0.0/16
us-east-2,15.230.39.228/31
us-west-2,52.40.0.0/14
eu-north-1,52.95.170.0/23
GLOBAL,52.124.128.0/17
eu-south-1,54.240.236.29/32
ap-northeast-1,150.222.77.0/24
ap-northeast-1,150.222.90.0/24
us-east-2,15.230.39.90/31
ap-southeast-1,52.94.11.0/24
us-east-1,52.144.200.128/26
us-east-1,54.240.196.0/24
us-east-1,150.222.66.0/24
GLOBAL,204.246.164.0/22
us-west-1,15.230.28.0/24
ca-central-1,52.94.198.128/28
eu-central-1,52.95.248.0/24
cn-northwest-1,54.239.0.176/28
us-west-2,64.252.70.0/24
GLOBAL,13.35.0.0/16
us-east-2,15.230.39.178/31
eu-west-1,34.240.0.0/13
us-west-2,52.93.14.19/32
eu-west-1,52.94.248.16/28
ap-northeast-3,52.94.249.96/28
eu-north-1,52.144.216.8/31
ap-east-1,54.239.1.81/32
ap-northeast-1,54.240.200.0/24
ap-southeast-2,54.253.0.0/16
ap-east-1,18.162.0.0/16
ap-northeast-1,52.95.30.0/23
ap-south-1,52.95.96.0/22
ca-central-1,52.95.145.0/24
ap-southeast-1,150.222.219.0/24
us-east-1,176.32.125.246/31
us-west-2,52.32.0.0/14
us-west-1,52.93.126.144/32
ap-northeast-2,52.95.252.0/24
eu-west-1,52.119.192.0/22
cn-north-1,54.222.36.0/22
eu-central-1,150.222.129.136/31
ap-southeast-2,150.222.142.0/24
us-east-1,150.222.222.0/24
ap-southeast-2,52.94.248.64/28
af-south-1,52.95.229.0/24
eu-west-1,54.72.0.0/15
eu-central-1,150.222.129.128/31
us-gov-west-1,52.92.252.0/22
ca-central-1,52.95.250.0/24
eu-central-1,52.144.211.0/26
us-east-1,64.252.67.0/24
us-east-1,130.137.180.0/23
us-east-1,54.198.0.0/16
us-east-2,64.252.77.0/24
ap-northeast-2,15.164.0.0/15
us-gov-east-1,52.46.96.0/19
us-east-1,52.46.128.0/19
us-gov-west-1,54.239.0.128/28
eu-south-1,54.239.1.32/28
us-east-1,176.32.125.242/31
eu-west-1,176.34.128.0/17
ap-northeast-2,54.239.0.192/28
us-west-2,15.221.1.0/24
us-east-2,15.230.39.214/31
ap-south-1,150.222.210.0/24
eu-south-1,150.222.243.39/32
GLOBAL,15.177.0.0/18
eu-central-1,18.194.0.0/15
eu-west-3,52.46.64.0/20
ap-southeast-2,52.93.126.136/32
us-west-2,52.94.197.0/24
eu-north-1,52.94.249.128/28
us-east-1,52.144.193.64/26
us-west-2,54.184.0.0/13
us-east-1,54.239.16.0/20
eu-central-1,99.82.163.0/24
ap-south-1,3.6.0.0/15
ap-northeast-1,15.193.1.0/24
us-east-2,15.230.39.96/31
eu-west-3,52.46.80.0/21
eu-central-1,52.46.184.0/22
sa-east-1,52.67.0.0/16
eu-west-1,52.93.43.0/24
ap-southeast-2,52.93.78.0/24
ap-northeast-2,54.239.116.0/22
ap-southeast-2,15.230.22.0/24
ap-southeast-1,18.138.0.0/15
eu-south-1,52.94.249.48/28
cn-north-1,52.95.255.144/28
GLOBAL,204.246.174.0/23
ap-northeast-1,13.248.115.0/24
us-west-1,52.52.0.0/15
us-west-2,52.144.197.128/26
sa-east-1,54.233.64.0/18
ap-northeast-2,3.34.0.0/15
eu-west-3,15.177.74.0/24
sa-east-1,52.46.172.0/22
ap-southeast-2,52.65.0.0/16
ap-southeast-1,52.93.19.236/32
ap-northeast-1,52.94.200.0/24
eu-central-1,52.119.188.0/22
us-east-1,52.144.194.0/26
ap-northeast-1,54.150.0.0/16
me-south-1,150.222.7.0/24
af-south-1,150.222.208.78/31
eu-south-1,150.222.243.57/32
sa-east-1,13.248.104.0/24
eu-west-1,34.248.0.0/13
us-west-1,52.93.237.0/24
ap-southeast-2,64.252.109.0/24
GLOBAL,36.103.232.0/25
us-east-1,52.46.164.0/23
ap-northeast-1,54.178.0.0/16
ap-northeast-2,99.82.168.0/24
eu-west-1,108.128.0.0/13
us-west-1,150.222.221.0/24
ca-central-1,13.248.126.0/24
us-east-2,15.230.39.120/31
ap-southeast-1,52.119.205.0/24
ap-northeast-2,52.144.227.64/26
us-gov-east-1,54.239.1.64/28
eu-south-1,54.240.236.14/32
eu-south-1,54.240.236.30/32
GLOBAL,119.147.182.128/26
me-south-1,15.177.87.0/24
us-east-2,52.94.4.0/24
us-west-1,52.94.72.0/22
cn-north-1,54.222.48.0/22
us-east-1,54.240.228.0/23
us-west-2,64.252.71.0/24
us-east-1,176.32.120.0/22
ap-east-1,15.177.85.0/24
us-east-2,52.95.251.0/24
GLOBAL,118.193.97.128/25
af-south-1,15.177.91.0/24
us-east-2,15.230.39.102/31
us-west-2,35.155.0.0/16
ap-northeast-1,52.144.230.0/26
us-east-1,54.210.0.0/15
us-west-2,54.239.2.0/23
eu-south-1,54.240.236.70/32
us-east-2,64.252.75.0/24
us-east-1,150.222.76.0/24
eu-south-1,150.222.242.97/32
us-east-1,13.248.116.0/24
ap-southeast-1,52.76.0.0/17
eu-west-1,52.93.48.0/24
eu-north-1,52.144.216.6/31
eu-west-1,54.240.220.0/22
GLOBAL,120.232.236.128/26
eu-west-1,52.18.0.0/15
eu-west-1,52.93.21.14/32
us-east-1,52.93.76.0/24
ap-northeast-3,52.94.19.0/24
me-south-1,54.239.1.112/28
ap-northeast-1,54.239.52.0/23
us-west-2,108.166.240.0/21
ap-northeast-1,175.41.192.0/18
us-west-1,205.251.228.0/22
us-west-2,54.239.0.32/28
af-south-1,150.222.242.227/32
us-east-2,15.230.39.172/31
us-west-2,52.10.0.0/15
cn-northwest-1,52.82.164.0/22
us-west-2,54.240.230.0/23
us-east-1,100.24.0.0/13
us-east-2,15.230.39.6/31
eu-west-1,52.144.208.64/26
eu-west-1,99.78.172.0/24
eu-central-1,150.222.129.138/31
us-east-1,150.222.136.0/24
us-west-2,52.46.249.0/24
eu-north-1,52.144.216.0/31
ca-central-1,54.239.1.0/28
eu-central-1,150.222.129.114/31
eu-west-1,162.213.233.0/24
eu-west-2,13.248.101.0/24
us-east-2,15.230.39.84/31
us-east-2,15.230.39.190/31
sa-east-1,52.95.255.0/28
us-west-1,54.176.0.0/15
eu-west-1,54.246.0.0/16
ap-northeast-1,64.252.112.0/24
eu-central-1,150.222.129.120/31
ap-southeast-1,52.119.184.0/22
eu-west-2,52.144.211.194/31
us-east-1,54.239.104.0/23
eu-south-1,54.240.236.86/32
GLOBAL,204.246.176.0/20
ap-southeast-2,15.230.23.0/24
us-east-2,15.230.39.142/31
ap-south-1,52.94.20.0/24
eu-south-1,54.240.236.37/32
GLOBAL,99.77.189.0/24
ap-southeast-2,54.79.0.0/16
eu-south-1,54.240.236.42/32
ap-southeast-1,54.251.0.0/16
us-east-1,150.222.206.0/24
us-east-2,3.128.0.0/15
ap-southeast-1,13.248.107.0/24
us-east-2,15.230.39.70/31
us-east-2,15.230.39.232/31
us-east-1,52.94.240.0/22
eu-west-3,52.144.210.64/26
ap-southeast-1,64.252.105.0/24
us-east-1,150.222.138.0/24
eu-west-1,15.230.30.0/24
eu-central-1,52.93.126.134/32
eu-west-1,52.144.212.64/26
sa-east-1,54.207.0.0/16
ap-south-1,99.77.145.0/24
GLOBAL,120.253.241.160/27
eu-south-1,150.222.243.55/32
eu-central-1,52.28.0.0/16
us-east-1,52.46.166.0/23
us-gov-west-1,52.46.176.0/22
us-east-1,52.94.0.0/22
us-east-1,205.251.240.0/22
ap-southeast-1,3.0.0.0/15
ap-southeast-2,13.248.102.0/24
ap-southeast-1,43.250.193.0/24
ap-southeast-1,52.77.0.0/16
eu-west-1,52.93.21.15/32
ap-south-1,64.252.99.0/24
us-east-1,3.5.0.0/20
us-east-1,52.144.192.64/26
ap-southeast-2,54.240.192.0/22
eu-south-1,54.240.236.9/32
us-west-1,150.222.97.0/24
us-east-2,15.230.39.58/31
us-east-2,15.230.39.100/31
us-east-2,15.230.39.112/31
ap-east-1,18.166.0.0/15
eu-west-1,52.46.240.0/22
us-west-2,52.94.28.0/23
us-west-1,52.94.248.128/28
eu-west-2,54.239.100.0/23
ap-northeast-1,99.77.160.0/24
eu-west-1,99.77.250.0/24
us-west-2,150.222.214.0/24
us-east-1,176.32.125.248/31
us-east-2,15.230.39.62/31
ap-northeast-1,18.183.0.0/16
eu-west-1,46.137.0.0/17
us-east-1,52.93.60.0/24
eu-west-3,99.77.135.0/24
cn-northwest-1,52.82.192.0/18
us-west-2,52.93.12.13/32
ap-northeast-1,54.239.96.0/24
ap-southeast-1,54.240.226.0/24
eu-south-1,54.240.236.81/32
us-east-2,99.78.216.0/22
us-west-2,150.222.75.0/24
eu-south-1,150.222.229.0/24
eu-south-1,150.222.240.137/32
us-east-1,176.32.125.224/31
ap-southeast-1,13.228.0.0/15
us-east-2,15.230.39.86/31
us-west-2,52.94.248.96/28
eu-south-1,52.119.128.0/20
eu-south-1,52.119.144.0/21
ap-northeast-1,52.196.0.0/14
eu-south-1,54.240.236.89/32
ca-central-1,99.77.150.0/24
ap-northeast-1,99.78.208.0/22
us-east-2,15.230.39.148/31
cn-northwest-1,52.82.188.0/22
cn-north-1,54.222.58.32/28
us-west-2,99.77.186.0/24
af-south-1,150.222.208.96/31
us-west-2,176.32.125.0/25
eu-central-1,15.177.68.0/23
af-south-1,150.222.208.64/32
sa-east-1,177.71.128.0/17
ap-southeast-2,54.252.254.192/26
sa-east-1,177.71.207.128/26
ap-southeast-1,54.255.254.192/26
us-west-2,54.244.52.192/26
ap-southeast-1,54.251.31.128/26
us-west-1,54.241.32.64/26
us-west-2,54.245.168.0/26
sa-east-1,54.232.40.64/26
ap-northeast-1,54.248.220.0/26
eu-west-1,176.34.159.192/26
ap-southeast-2,54.252.79.128/26
us-west-1,54.183.255.128/26
ap-northeast-1,54.250.253.192/26
eu-west-1,54.228.16.0/26
us-east-1,107.23.255.0/26
us-east-1,54.243.31.192/26
eu-central-1,35.157.127.248/29
eu-north-1,13.48.4.192/29
us-west-1,13.56.32.200/29
us-west-2,52.43.76.88/29
ap-south-1,13.127.70.136/29
cn-northwest-1,52.82.1.0/29
ap-southeast-2,13.55.255.216/29
ap-northeast-1,13.112.191.184/29
sa-east-1,177.71.207.16/29
eu-west-3,52.47.73.72/29
ap-northeast-2,13.124.145.16/29
eu-west-2,35.176.92.32/29
eu-west-1,34.250.63.248/29
us-gov-west-1,52.61.40.104/29
ap-southeast-1,52.221.221.128/29
sa-east-1,18.231.194.8/29
cn-north-1,52.80.198.136/29
ca-central-1,35.182.14.48/29
us-east-2,52.15.247.208/29
us-east-1,34.228.4.208/28
GLOBAL,15.193.0.0/19
GLOBAL,64.252.64.0/18
ap-northeast-2,13.124.199.0/24
us-west-2,35.167.191.128/26
eu-west-1,18.200.212.0/23
ca-central-1,99.79.169.0/24
us-east-2,52.15.127.128/26
us-west-2,34.223.12.224/27
sa-east-1,54.233.255.128/26
ap-southeast-2,13.54.63.128/26
us-east-2,13.59.250.0/26
us-east-1,3.234.232.224/27
ap-south-1,52.66.194.128/26
ap-southeast-1,13.228.69.0/24
us-east-2,18.216.170.128/25
us-east-1,3.231.2.0/25
ap-southeast-1,52.220.191.0/26
us-east-1,34.232.163.208/29
us-west-2,35.162.63.192/26
us-west-2,34.223.80.192/26
us-east-1,34.226.14.0/24
ap-northeast-1,13.113.203.0/24
us-east-1,34.195.252.0/24
us-west-1,52.52.191.128/26
eu-west-2,52.56.127.0/25
us-west-2,34.216.51.0/25
ap-northeast-1,52.199.127.192/26
eu-west-1,52.212.248.0/26
ap-southeast-2,13.210.67.128/26
eu-central-1,35.158.136.0/24
eu-central-1,52.57.254.0/24
ap-northeast-2,52.78.247.128/26
eu-west-3,52.47.139.0/24
ap-northeast-3,13.208.170.0/23
ap-south-1,13.234.221.192/26
ap-south-1,13.234.8.0/23
ap-southeast-1,13.251.113.64/26
ap-southeast-1,13.251.116.0/23
